Time_Hour,169,220,236,101,146,189,84,192,8,53,116,159,69,223,169F,220F,236F,101F,146F,189F,84F,192F,8F,53F,116F,159F,69F,223F
14.346944,0.23195,0.26825,0.14685,0.10565,0.3113,0.298,0.31305,0.3796,0.3618,0.12365,0.28105,0.3227,0.24425,0.221,0.08515,0.0317,-0.01285,-0.0106,0.15005,0.07835,0.14245,0.1298,0.07195,0.1823,0.1709,0.178,0.13325,0.1207
14.513611,0.23095,0.2688,0.144,0.10675,0.3032,0.2959,0.30745,0.37575,0.36,0.12145,0.28005,0.32395,0.24415,0.22405,0.0815,0.02975,-0.01835,-0.00075,0.15055,0.0799,0.1447,0.13335,0.07225,0.18335,0.1707,0.17965,0.13035,0.11695
14.680555,0.23455,0.2661,0.1445,0.1016,0.30255,0.29685,0.315,0.3765,0.3594,0.119,0.27655,0.3236,0.24645,0.21945,0.0814,0.0262,-0.0216,-0.0027,0.14625,0.0816,0.14425,0.13035,0.0695,0.1834,0.17145,0.1803,0.12945,0.119
14.8475,0.2285,0.268,0.1441,0.1063,0.3038,0.29495,0.30755,0.3727,0.3553,0.1099,0.28085,0.3129,0.25495,0.22355,0.0829,0.0326,-0.02015,-0.0027,0.14775,0.0761,0.14775,0.1239,0.0619,0.17445,0.1742,0.17505,0.1238,0.11825
15.014167,0.23045,0.2678,0.14245,0.10175,0.3038,0.2983,0.31555,0.376,0.35745,0.12145,0.2821,0.32295,0.24365,0.2213,0.08485,0.0273,-0.0225,-0.00285,0.1454,0.0835,0.145,0.1324,0.06825,0.1814,0.1679,0.1773,0.1304,0.11995
15.181111,0.229,0.27045,0.14695,0.1098,0.31065,0.29475,0.31695,0.37665,0.35305,0.11785,0.28405,0.316,0.25435,0.2222,0.0883,0.0327,-0.01915,-0.00895,0.1467,0.0783,0.14295,0.13,0.06575,0.1774,0.16265,0.1717,0.12195,0.11645
15.348055,0.23055,0.2607,0.14515,0.1058,0.31025,0.2953,0.31275,0.38185,0.36155,0.1176,0.27635,0.3229,0.25185,0.22525,0.0821,0.0307,-0.0216,-0.01205,0.14205,0.07805,0.1491,0.1386,0.0705,0.18415,0.1737,0.18095,0.12005,0.1122
15.514722,0.22815,0.25745,0.14215,0.10405,0.3093,0.2949,0.3047,0.3793,0.359,0.11155,0.27445,0.32165,0.2445,0.2283,0.07675,0.02925,-0.026,-0.00745,0.1414,0.08025,0.1543,0.13555,0.066,0.18755,0.17835,0.1842,0.1266,0.11
15.681389,0.2187,0.2602,0.1423,0.10895,0.3069,0.29115,0.31,0.37905,0.3569,0.11535,0.28315,0.3155,0.2364,0.22165,0.079,0.02935,-0.02755,-0.0028,0.1459,0.07855,0.1516,0.1404,0.0715,0.18025,0.1649,0.1732,0.12825,0.11505
15.848333,0.2185,0.26105,0.1428,0.1091,0.30735,0.29665,0.31635,0.3785,0.35285,0.11285,0.2847,0.317,0.23665,0.2216,0.08445,0.0302,-0.0276,-0.00695,0.14175,0.077,0.14985,0.13655,0.0685,0.17925,0.16635,0.17095,0.1257,0.1146
16.015278,0.2282,0.26065,0.14715,0.10305,0.30845,0.2936,0.31085,0.37975,0.35195,0.10285,0.27835,0.3143,0.24335,0.2198,0.08615,0.0372,-0.02565,-0.01165,0.14,0.0781,0.15735,0.13225,0.0628,0.1768,0.1723,0.17295,0.1264,0.1198
16.181944,0.2226,0.25975,0.14415,0.1095,0.305,0.2904,0.3147,0.37945,0.34915,0.1128,0.28375,0.3169,0.249,0.22455,0.0786,0.03375,-0.03185,-0.0028,0.1415,0.07845,0.15475,0.1368,0.06715,0.1815,0.1647,0.1743,0.11705,0.10905
16.348889,0.22525,0.25725,0.1446,0.1025,0.30085,0.28975,0.3145,0.3806,0.3492,0.10755,0.28185,0.3125,0.23415,0.2212,0.0754,0.02855,-0.03585,-0.00445,0.1368,0.0819,0.1551,0.13585,0.0657,0.18,0.16555,0.1711,0.12445,0.1152
16.515833,0.22635,0.26135,0.14755,0.10665,0.3,0.2895,0.3076,0.38565,0.3553,0.11515,0.28425,0.31925,0.2468,0.22205,0.0768,0.0343,-0.03375,0.0002,0.14045,0.08105,0.1664,0.1488,0.0724,0.18215,0.1689,0.17655,0.1198,0.1164
16.682778,0.2298,0.264,0.14675,0.1036,0.2961,0.2893,0.3138,0.37965,0.3465,0.11055,0.28355,0.31775,0.2352,0.22225,0.0794,0.03205,-0.0364,0.0019,0.13875,0.0821,0.1574,0.1405,0.06785,0.18055,0.16765,0.17425,0.1213,0.1082
16.849444,0.22765,0.2605,0.1479,0.1028,0.2939,0.2919,0.30485,0.38235,0.354,0.09995,0.2755,0.3165,0.23405,0.22195,0.0769,0.035,-0.03695,-0.00105,0.13415,0.08195,0.16615,0.13985,0.0641,0.1802,0.1784,0.1813,0.123,0.10955
17.016111,0.22225,0.2624,0.1458,0.1067,0.30215,0.28835,0.3029,0.3813,0.3528,0.1004,0.2774,0.31915,0.2329,0.2223,0.07735,0.0305,-0.0373,0.00195,0.1368,0.08085,0.16905,0.1462,0.06765,0.1787,0.1797,0.17955,0.1226,0.1097
17.183055,0.2258,0.26265,0.1456,0.10195,0.2945,0.28615,0.31635,0.38725,0.3529,0.10955,0.2824,0.3182,0.2438,0.22035,0.07925,0.03505,-0.0364,0.00305,0.1371,0.082,0.16775,0.15275,0.0727,0.18545,0.1737,0.1777,0.1202,0.11435
17.35,0.2177,0.2572,0.14055,0.10435,0.29495,0.2914,0.31595,0.3857,0.35175,0.10985,0.2844,0.319,0.2407,0.22465,0.0787,0.02975,-0.0401,0.0017,0.1318,0.08355,0.16565,0.1509,0.0712,0.18655,0.1752,0.17775,0.1182,0.10555
17.516944,0.2182,0.2592,0.14185,0.1047,0.29805,0.28735,0.3138,0.38825,0.3529,0.1101,0.281,0.32225,0.2392,0.2204,0.08375,0.03525,-0.03565,0.0026,0.1339,0.08015,0.1749,0.1592,0.07465,0.18685,0.17755,0.17925,0.1234,0.1161
17.683611,0.22005,0.2536,0.14145,0.1019,0.2924,0.291,0.30575,0.38505,0.34995,0.1089,0.2806,0.31995,0.23355,0.224,0.076,0.03005,-0.0421,0.00285,0.1289,0.0845,0.1773,0.15725,0.0723,0.18825,0.17825,0.18015,0.125,0.1064
17.850278,0.2276,0.25975,0.1448,0.0991,0.29985,0.2929,0.3122,0.387,0.3492,0.09525,0.27685,0.31845,0.22985,0.2211,0.08285,0.0333,-0.03715,1.00E-04,0.12405,0.08495,0.17995,0.14865,0.0691,0.18445,0.182,0.1793,0.12625,0.10905
18.017222,0.21905,0.25375,0.14,0.10175,0.30035,0.2885,0.3057,0.38825,0.3509,0.1088,0.28115,0.31795,0.23605,0.2207,0.0796,0.03165,-0.0415,-0.00335,0.1238,0.08595,0.1826,0.16165,0.07385,0.18875,0.17725,0.1782,0.12855,0.1154
18.184167,0.22735,0.2589,0.1462,0.09855,0.29345,0.2895,0.3131,0.3887,0.33885,0.0953,0.2725,0.31695,0.24115,0.2219,0.0816,0.0346,-0.0401,0.0059,0.1275,0.0895,0.17975,0.15605,0.0729,0.184,0.18255,0.18045,0.12135,0.11135
18.351111,0.21765,0.25735,0.1409,0.10805,0.3027,0.28695,0.3039,0.38705,0.3466,0.10795,0.2775,0.32095,0.22905,0.2231,0.0807,0.036,-0.03905,0.00385,0.1264,0.08665,0.18585,0.16515,0.07485,0.18905,0.18015,0.18145,0.127,0.10625
18.517778,0.2134,0.25515,0.1404,0.10725,0.3007,0.2874,0.31335,0.3877,0.34125,0.10195,0.28145,0.31055,0.2402,0.22215,0.0829,0.03665,-0.04115,0.00425,0.1256,0.0865,0.1858,0.15455,0.07325,0.1868,0.1701,0.1736,0.1198,0.10855
18.684444,0.2193,0.26005,0.14545,0.10685,0.2975,0.285,0.3097,0.3891,0.34055,0.0977,0.27395,0.3169,0.23625,0.22455,0.0744,0.03295,-0.047,0.00825,0.12575,0.08975,0.19115,0.15885,0.07535,0.1854,0.1833,0.1829,0.1243,0.1011
18.851389,0.2177,0.25655,0.14305,0.1067,0.2996,0.28825,0.30705,0.3885,0.34315,0.09275,0.27625,0.3136,0.2299,0.22185,0.07415,0.03435,-0.04595,0.0034,0.12165,0.08845,0.19195,0.15865,0.077,0.1843,0.1751,0.1748,0.12865,0.1016
19.018333,0.22135,0.26105,0.1446,0.1078,0.29895,0.28475,0.30515,0.3891,0.34415,0.096,0.2735,0.3163,0.2328,0.22455,0.0775,0.0339,-0.04805,0.0066,0.12595,0.09175,0.19285,0.1622,0.07705,0.182,0.1826,0.17945,0.13155,0.10115
19.185278,0.22625,0.26025,0.14685,0.1044,0.29345,0.28485,0.3125,0.38935,0.3422,0.10585,0.28215,0.31615,0.2283,0.2195,0.0782,0.03725,-0.0448,0.01165,0.12745,0.0941,0.1956,0.1729,0.08295,0.18715,0.1761,0.1782,0.13405,0.1095
19.352222,0.22265,0.2619,0.1463,0.10605,0.297,0.2864,0.3186,0.3934,0.33935,0.09835,0.28045,0.3113,0.23235,0.2242,0.07875,0.03905,-0.04195,0.0113,0.1275,0.09525,0.19995,0.16725,0.08335,0.18325,0.1698,0.17335,0.1335,0.0994
19.518889,0.2124,0.2544,0.1397,0.1075,0.30135,0.283,0.3073,0.39015,0.34015,0.0926,0.27345,0.3151,0.2266,0.2199,0.0802,0.03825,-0.0447,0.0036,0.12215,0.0962,0.2011,0.16555,0.0822,0.1817,0.18285,0.18075,0.13325,0.1
19.685555,0.21915,0.25915,0.14455,0.10785,0.30225,0.2837,0.31245,0.38875,0.33815,0.1038,0.28465,0.3147,0.2303,0.2218,0.0809,0.03675,-0.0463,0.0035,0.11895,0.09865,0.20435,0.17765,0.08815,0.1827,0.17415,0.17605,0.1356,0.1013
19.852222,0.2172,0.2585,0.14425,0.1072,0.29535,0.28575,0.31695,0.39235,0.3368,0.09945,0.2789,0.31035,0.23465,0.22295,0.07695,0.03495,-0.0497,0.0147,0.12675,0.1013,0.2093,0.17295,0.0862,0.18005,0.17215,0.1725,0.13375,0.1017
