Time_Hour,8,101,189,159,223,84,146,192,53,69,116,8A,101A,189A,159A,223A,84A,146A,192A,53A,69A,116A
19.013611,0.22305,0.2203,0.2483,0.1414,0.1288,0.2613,0.344,0.2859,0.07275,0.2382,0.3499,0.12415,0.2758,0.27025,0.17555,0.1328,0.1592,0.1061,0.3213,0.13565,0.45605,0.28915
19.180556,0.2207,0.22085,0.24795,0.141,0.12795,0.2681,0.3467,0.29585,0.06465,0.23315,0.34575,0.11695,0.2749,0.2662,0.1784,0.13205,0.15925,0.10835,0.3289,0.13585,0.45375,0.29265
19.347223,0.22075,0.21975,0.24575,0.13685,0.12735,0.2672,0.3473,0.29315,0.06225,0.23295,0.34645,0.12055,0.27615,0.27085,0.18015,0.13015,0.163,0.1113,0.3291,0.13675,0.45485,0.29475
19.513889,0.22095,0.22125,0.2451,0.1362,0.12445,0.2692,0.34565,0.2904,0.06555,0.23485,0.34695,0.1202,0.2768,0.2699,0.1828,0.1331,0.16305,0.10625,0.3253,0.13675,0.46155,0.29925
19.680556,0.2171,0.22235,0.25115,0.13965,0.12885,0.26085,0.34145,0.28725,0.0688,0.23505,0.3521,0.1187,0.2719,0.26735,0.1791,0.12875,0.16155,0.10565,0.32355,0.138,0.46315,0.2946
19.8475,0.2182,0.21835,0.24295,0.13825,0.12185,0.2606,0.3451,0.2933,0.0595,0.2294,0.3464,0.12225,0.26905,0.2708,0.17905,0.1317,0.16265,0.10895,0.33005,0.13825,0.45965,0.2971
20.014167,0.21775,0.2202,0.24455,0.13715,0.12435,0.26545,0.3411,0.29285,0.06465,0.2348,0.35025,0.11945,0.2734,0.2727,0.18745,0.13405,0.1623,0.1045,0.32425,0.13965,0.47025,0.3014
20.180834,0.22145,0.22595,0.24815,0.13335,0.1198,0.2629,0.34165,0.2901,0.0638,0.23495,0.3505,0.1247,0.2706,0.27635,0.1875,0.13075,0.16135,0.10335,0.325,0.1417,0.4727,0.30355
20.3475,0.2182,0.2229,0.2462,0.13495,0.11895,0.26235,0.34385,0.29335,0.0563,0.23045,0.34475,0.1209,0.26905,0.27365,0.1899,0.1341,0.1648,0.10575,0.32875,0.14205,0.4692,0.30365
20.514167,0.21315,0.21625,0.2446,0.1371,0.1221,0.26715,0.34015,0.29735,0.0583,0.2322,0.3469,0.12465,0.2615,0.27405,0.185,0.1267,0.16985,0.1127,0.33435,0.1445,0.47255,0.30485
20.680834,0.21285,0.2194,0.23945,0.13785,0.1141,0.26005,0.33975,0.2879,0.06105,0.2336,0.3547,0.12545,0.26545,0.2747,0.1827,0.13115,0.16835,0.10725,0.3236,0.14545,0.4798,0.29945
20.847778,0.2134,0.21725,0.2414,0.12945,0.11515,0.2636,0.33895,0.28995,0.063,0.2337,0.35195,0.12245,0.2705,0.27625,0.1898,0.1301,0.1636,0.1032,0.32505,0.14715,0.4863,0.3029
21.014445,0.21175,0.2177,0.2411,0.1346,0.11245,0.26085,0.33795,0.29475,0.0548,0.22805,0.3463,0.12555,0.2597,0.2767,0.1866,0.12865,0.1706,0.11045,0.3314,0.14975,0.48385,0.306
21.181111,0.2131,0.2178,0.2402,0.13565,0.10705,0.26295,0.33985,0.29235,0.05545,0.2289,0.3515,0.1278,0.2609,0.2784,0.1893,0.133,0.17465,0.11365,0.33255,0.1524,0.49025,0.3032
21.347778,0.21655,0.22,0.23625,0.13115,0.1069,0.26175,0.3351,0.2894,0.05965,0.2304,0.3526,0.12905,0.26815,0.28175,0.1933,0.1336,0.16905,0.10505,0.3264,0.1527,0.50145,0.30695
21.514723,0.2158,0.21755,0.23585,0.131,0.10485,0.26205,0.33695,0.28835,0.05645,0.2308,0.34935,0.12585,0.27065,0.28205,0.1927,0.1346,0.1722,0.10685,0.3267,0.15405,0.5065,0.3092
21.681389,0.216,0.21915,0.236,0.1296,0.1042,0.25805,0.3338,0.2854,0.0572,0.23055,0.3531,0.1271,0.26835,0.28345,0.1941,0.13345,0.1739,0.10995,0.32665,0.1567,0.51295,0.31
21.848056,0.2075,0.2165,0.23985,0.1313,0.10425,0.2634,0.3378,0.2928,0.051,0.2277,0.35065,0.1284,0.2566,0.2806,0.18695,0.1302,0.1804,0.11295,0.33355,0.15945,0.50865,0.30625
22.015,0.21655,0.21835,0.23415,0.13185,0.0976,0.26215,0.3363,0.2952,0.04815,0.22335,0.3468,0.12865,0.26655,0.2838,0.1919,0.1336,0.17715,0.112,0.33425,0.16065,0.5162,0.3128
22.181945,0.2144,0.21425,0.2339,0.13075,0.09615,0.2569,0.33095,0.2858,0.054,0.2289,0.353,0.13065,0.25935,0.28425,0.18745,0.13065,0.1757,0.1069,0.32515,0.163,0.5261,0.3101
22.348611,0.21325,0.2182,0.2316,0.12905,0.0948,0.26215,0.33245,0.29105,0.05115,0.2294,0.35375,0.1286,0.26755,0.2861,0.1957,0.1344,0.17525,0.10635,0.32975,0.164,0.52815,0.30865
22.515278,0.20825,0.21365,0.23215,0.1286,0.09335,0.2644,0.3356,0.2907,0.0512,0.22705,0.35295,0.1287,0.25445,0.2831,0.1879,0.1288,0.18255,0.1136,0.3322,0.164,0.53505,0.3154
22.681945,0.21245,0.2187,0.2342,0.1331,0.08655,0.2567,0.33155,0.28885,0.0467,0.22525,0.35195,0.1325,0.2604,0.2861,0.19515,0.1347,0.18555,0.11355,0.3318,0.1694,0.5336,0.3116
22.848889,0.21595,0.2162,0.2283,0.12835,0.0861,0.25995,0.3323,0.28945,0.04525,0.2251,0.3498,0.1332,0.266,0.287,0.1951,0.1355,0.1792,0.1055,0.3311,0.16935,0.5407,0.31905
23.015556,0.2085,0.21415,0.23415,0.1237,0.0882,0.2648,0.3315,0.29375,0.04235,0.22205,0.34615,0.1286,0.25335,0.28515,0.189,0.1293,0.18835,0.1131,0.33735,0.16955,0.53765,0.317
23.1825,0.20585,0.2136,0.2304,0.12715,0.08575,0.26035,0.33215,0.29095,0.04095,0.2188,0.3459,0.1293,0.2523,0.2848,0.1895,0.1299,0.18345,0.1082,0.33425,0.17375,0.535,0.3162
23.349167,0.20655,0.21185,0.229,0.1276,0.08385,0.26035,0.3313,0.28945,0.0436,0.22385,0.35185,0.13055,0.2522,0.286,0.1888,0.12985,0.18885,0.11335,0.332,0.1751,0.5352,0.312
23.515834,0.2144,0.22005,0.2269,0.12685,0.07805,0.26385,0.33165,0.29635,0.0394,0.22305,0.35145,0.1323,0.2622,0.2894,0.19335,0.1333,0.19555,0.1164,0.3395,0.176,0.53275,0.3129
23.6825,0.20735,0.21565,0.2323,0.12485,0.0786,0.26155,0.3283,0.2876,0.04275,0.2244,0.355,0.1287,0.2533,0.28785,0.19245,0.13125,0.19215,0.11265,0.3318,0.18,0.53025,0.3142
23.849445,0.20425,0.21225,0.22435,0.11795,0.08165,0.2608,0.33015,0.2944,0.035,0.2179,0.3462,0.12655,0.2555,0.28905,0.1914,0.13055,0.1962,0.11505,0.3381,0.1797,0.52405,0.31925
24.016389,0.20365,0.21095,0.22235,0.1224,0.07325,0.2545,0.32585,0.28645,0.0409,0.2234,0.3516,0.1352,0.25615,0.29105,0.1978,0.1358,0.19375,0.11605,0.33145,0.182,0.5222,0.31485
